3,222,227,232,245,255,245,242,257,220,215,230,237,262,245,237,247,212,215,225,227,232,227,237,252,220,220,225,230,232,230,232,242,217,220,225,247,252,240,237,247,210,217,225,265,267,247,237,240,222,220,225,240,255,242,240,247,227,230,222,232,237,237,247,252
3,222,227,235,240,257,257,247,260,217,227,230,235,260,247,235,242,210,222,230,227,225,237,235,242,220,217,225,230,235,235,227,240,222,227,230,252,242,245,237,247,205,222,227,262,267,250,240,242,215,225,235,240,255,242,240,247,225,230,215,227,235,245,250,257
3,225,217,237,252,267,255,242,255,210,225,227,237,255,242,247,247,212,217,227,220,227,230,242,247,220,225,227,227,232,240,232,242,212,222,227,242,242,237,235,245,205,222,227,257,265,250,237,245,205,222,225,240,262,240,232,240,235,225,225,227,232,237,250,260
3,212,222,230,250,255,242,250,250,215,212,220,245,262,245,232,262,215,220,230,227,235,227,235,247,220,220,220,232,232,237,235,242,210,222,222,245,250,232,240,242,212,222,225,255,265,250,232,240,215,222,237,237,252,232,240,242,242,227,220,235,237,232,250,252
3,222,232,227,252,255,247,235,260,212,210,225,235,255,237,240,260,215,227,225,222,227,235,230,247,215,217,227,227,230,237,235,237,215,227,232,247,252,240,235,242,210,217,222,257,267,245,235,247,212,220,225,237,260,237,235,247,230,220,220,225,235,237,247,260
3,227,222,242,247,247,255,247,265,220,222,227,242,262,245,235,252,217,215,227,227,232,227,237,247,217,212,225,230,232,237,232,242,220,222,230,245,252,240,237,245,212,217,232,260,267,252,240,245,212,220,227,242,265,252,235,250,230,227,227,232,242,237,250,262
3,227,227,237,247,267,245,255,262,215,225,235,235,257,245,237,245,212,217,225,222,230,230,240,252,217,220,225,227,235,232,232,247,212,215,222,240,247,235,240,255,207,215,225,255,265,252,242,252,207,217,232,242,252,237,242,247,232,225,230,237,240,240,247,262
3,222,227,232,250,262,252,247,260,225,225,225,237,257,247,245,242,215,220,230,227,225,227,237,245,212,225,222,235,232,232,232,245,217,220,232,245,247,237,235,245,210,217,227,255,265,250,242,240,220,225,232,235,255,247,242,245,240,227,225,237,235,235,247,252
3,232,230,237,252,262,242,237,260,212,217,230,242,255,240,240,250,225,217,230,230,230,227,240,245,220,220,222,230,237,237,230,240,212,220,230,245,247,232,235,247,210,217,220,260,267,255,242,247,210,227,237,242,260,245,245,242,240,222,222,237,240,235,252,257
3,227,227,235,245,260,252,247,255,215,217,237,235,257,242,235,247,215,217,230,227,230,222,235,247,217,217,222,232,232,232,232,240,212,222,227,245,252,237,230,250,210,215,225,255,260,247,242,235,220,225,225,240,260,240,240,250,237,227,225,227,237,245,247,262
