3,245,252,282,267,257,255,265,277,225,250,280,275,257,280,267,265,235,247,250,245,247,255,242,270,250,257,255,252,252,252,257,260,267,265,252,255,260,255,252,272,252,277,275,280,277,272,262,262,257,282,285,270,277,267,247,260,270,260,260,255,257,250,262,275
3,247,257,290,275,260,265,265,280,237,252,275,280,262,280,272,270,242,242,252,250,247,252,260,262,242,255,252,247,252,255,257,257,257,262,247,250,260,252,250,262,252,287,275,277,272,277,270,267,250,282,280,267,285,277,250,262,262,265,252,250,255,257,262,267
3,242,257,285,275,257,275,270,265,240,247,280,270,262,277,265,267,242,247,245,250,250,252,257,262,247,252,255,247,252,260,257,267,260,262,252,255,262,252,255,265,252,280,280,275,277,272,267,257,252,285,287,277,282,287,255,265,262,267,260,252,265,262,275,277
3,250,245,282,272,257,265,275,272,235,247,277,275,255,285,262,265,245,245,255,255,252,245,252,265,245,250,252,252,247,257,255,257,260,260,247,245,267,265,257,260,255,282,272,277,275,282,267,257,250,272,290,280,290,287,260,257,265,270,255,257,260,257,270,275
3,242,260,292,275,272,270,265,275,230,247,280,267,260,270,270,260,240,247,252,255,260,250,255,262,250,255,252,250,252,255,260,260,255,255,252,252,255,260,255,260,252,275,277,275,282,280,267,262,247,282,282,272,290,287,250,267,265,257,257,257,250,255,265,267
3,245,257,292,280,262,255,267,277,232,245,280,277,262,282,265,270,242,242,255,257,252,252,255,257,245,250,255,247,257,257,245,272,260,265,250,250,260,250,252,265,252,285,280,272,285,277,262,250,255,277,280,285,285,285,255,257,267,265,260,250,250,257,265,272
3,252,260,292,275,262,267,275,277,235,255,282,277,262,277,270,262,240,247,247,250,250,252,257,267,240,252,252,250,257,252,255,270,257,265,255,247,257,265,255,262,257,282,277,270,272,280,270,255,252,277,285,275,285,287,255,260,267,267,260,257,262,252,267,272
3,247,257,290,270,262,260,265,285,240,255,277,272,265,280,270,260,242,242,247,250,255,250,255,272,250,252,255,255,252,255,257,260,255,255,250,255,257,257,255,267,252,277,267,272,280,287,267,260,245,285,287,272,285,280,247,272,267,270,260,260,257,270,257,277
3,240,255,287,267,262,265,265,275,235,247,282,280,262,272,265,272,235,242,247,245,240,252,255,267,250,250,255,252,255,250,257,265,260,255,255,250,265,262,252,265,255,282,275,272,280,280,260,272,245,282,282,272,285,275,255,265,272,275,260,257,255,252,265,277
3,237,262,285,275,265,260,250,282,235,247,277,272,270,277,270,260,235,240,250,247,247,250,255,267,252,255,260,247,260,257,257,260,262,260,255,252,262,260,252,275,255,282,275,275,277,282,267,260,247,277,280,270,272,285,255,255,272,260,257,252,265,255,262,275
3,242,270,292,275,265,257,270,275,235,245,277,272,260,282,267,260,242,247,247,247,250,250,257,270,250,250,252,247,252,265,255,265,265,265,255,252,267,270,252,262,267,280,272,270,280,272,260,262,245,287,285,267,282,285,257,262,275,262,257,252,257,245,270,267
3,252,262,287,280,250,265,262,277,237,245,277,272,265,280,267,267,237,247,250,250,250,250,260,260,245,250,255,245,250,252,260,267,262,265,262,260,255,270,257,267,255,275,270,277,277,282,267,260,252,282,282,267,282,275,252,262,267,265,255,257,257,252,265,275
3,242,255,285,277,260,265,265,277,232,242,277,275,260,277,275,265,237,247,247,252,250,247,262,265,247,257,252,247,247,255,252,255,260,265,275,255,262,265,255,267,255,280,277,272,275,285,260,250,257,280,290,267,275,282,250,270,267,270,252,250,247,260,260,267
3,245,265,290,275,275,265,267,280,232,250,272,277,265,285,265,257,242,245,250,252,255,255,257,270,242,250,252,250,252,257,262,262,260,265,270,252,270,260,250,267,255,277,267,280,280,285,270,257,245,282,282,265,277,277,257,250,260,255,245,255,252,252,262,275
3,247,262,292,282,262,267,282,280,235,255,277,282,257,277,267,277,242,247,255,255,245,250,260,270,245,247,262,255,252,260,260,270,260,265,267,260,262,270,255,267,250,282,267,277,282,282,257,257,250,280,287,265,277,287,257,262,270,270,260,252,250,247,267,272
3,252,265,285,287,267,265,275,280,237,257,277,277,260,277,270,267,242,250,247,255,252,250,255,272,252,250,255,247,257,255,255,255,265,262,270,255,272,272,257,265,260,280,270,277,285,282,265,255,252,287,277,262,280,285,257,262,267,265,260,257,260,255,270,267
3,247,257,287,285,257,267,265,282,245,245,272,270,265,277,270,260,237,247,252,247,257,247,257,267,247,245,257,250,257,250,255,262,265,262,270,252,265,270,257,272,252,275,277,272,285,280,265,260,262,277,282,265,285,292,252,265,267,257,245,252,260,255,267,282
3,247,265,292,277,265,262,267,270,237,252,275,270,270,285,265,272,242,255,252,252,245,247,250,257,240,242,257,250,260,252,257,257,260,257,265,257,265,262,257,265,255,282,280,280,277,287,267,255,245,285,285,260,280,285,260,257,265,262,255,255,255,252,267,272
3,252,270,290,277,260,262,267,272,245,250,277,270,267,272,275,260,237,247,250,257,245,250,252,270,247,252,252,245,252,257,260,260,262,262,267,255,262,267,252,262,255,275,272,270,280,275,262,262,245,275,290,267,272,277,247,262,267,255,247,257,247,252,262,270
3,242,262,292,275,267,265,267,282,237,257,275,272,257,282,265,275,242,242,247,250,250,250,257,272,247,245,255,245,255,250,257,270,257,265,275,257,267,267,257,270,250,275,277,277,277,277,270,260,242,282,285,265,285,285,255,262,262,265,255,257,247,252,260,272
3,252,270,282,275,270,267,272,280,237,255,280,282,260,275,277,262,240,247,252,255,252,252,265,267,245,250,257,252,252,255,257,262,262,275,270,262,262,272,257,267,257,280,277,275,277,287,265,265,252,285,285,265,282,280,260,262,272,272,255,250,260,260,257,277
3,255,265,292,275,270,265,270,285,235,247,275,285,260,282,270,272,235,257,250,245,257,257,257,270,242,245,255,252,255,262,252,260,267,265,277,252,265,270,257,260,260,275,270,275,285,282,265,255,257,287,285,265,285,285,255,262,262,262,250,262,255,250,277,275
3,247,262,290,280,265,270,265,270,245,260,275,275,252,280,265,272,237,247,250,252,250,255,250,270,252,252,255,250,250,250,262,265,255,265,267,257,260,247,247,265,260,277,267,270,272,262,270,260,252,287,282,262,285,290,257,265,272,265,260,257,255,262,267,270
3,240,267,287,277,267,267,265,275,232,257,270,272,260,272,267,262,237,245,250,250,247,255,257,270,250,250,255,250,252,250,255,262,262,267,270,255,252,262,260,265,260,280,272,267,275,265,265,262,247,280,285,265,282,292,270,260,265,255,255,247,252,277,267,272
3,252,267,285,267,262,270,267,280,237,247,275,277,260,272,272,265,240,255,252,247,250,247,250,267,240,257,250,250,252,260,262,260,257,267,265,255,252,257,255,262,252,282,270,267,277,265,272,262,257,280,285,262,285,295,260,265,260,257,250,252,257,272,267,285
3,250,262,290,280,260,265,270,282,232,240,280,270,257,277,267,277,237,245,250,252,255,255,255,262,242,260,255,242,247,252,260,255,257,262,272,247,247,252,260,260,255,270,277,270,282,265,277,260,245,282,282,260,287,292,257,250,267,262,245,257,257,267,270,272
